Word Id,Word,Pinyin,Pinyin Simplified,Type,Word Category,Word Rarity,Meaning,Sentence,Sentence Pinyin,Sentence Meaning,Added Date,Num_Quiz_Attempt,Num_Correct,Num_Wrong,Last_Quiz
D001710,尽,jìn,jin4,Verb,Degree,Common,To finish or exhaust,他已经把所有的钱都花尽了。,Tā yǐjīng bǎ suǒyǒu de qián dōu huājìn le.,He has already spent all his money.,2025-01-13,1,0,1,2025-01-18
D001711,尽量,jǐnliàng,jin3liang4,Adverb,Degree,Common,As much as possible,请尽量保持安静。,Qǐng jǐnliàng bǎochí ānjìng.,Please keep as quiet as possible.,2025-01-13,1,0,1,2025-01-26
D001712,尽可能,jǐn kěnéng,jin3 ke3neng2,Adverb,Degree,Common,As far as possible,他尽可能早地到达了现场。,Tā jǐn kěnéng zǎo de dàodále xiànchǎng.,He arrived at the scene as early as possible.,2025-01-13,0,0,0,
D001713,尽力,jìnlì,jin4li4,Verb,Degree,Common,To try one's best,我会尽力帮助你。,Wǒ huì jìnlì bāngzhù nǐ.,I will try my best to help you.,2025-01-13,0,0,0,
D001714,尽头,jìntóu,jin4tou2,Noun,Location,Common,"End or limit, often referring to the end of a road or a metaphorical limit",路的尽头有一个公园。,Lù de jìntóu yǒu yīgè gōngyuán.,There is a park at the end of the road.,2025-01-13,0,0,0,
D001715,用尽,yòngjìn,yong4jin4,Verb,Action,Common,To use up completely,他用尽了所有的力气。,Tā yòngjìnle suǒyǒu de lìqì.,He used up all his strength.,2025-01-13,0,0,0,
D001716,尽快,jǐn kuài,jin3 kuai4,Adverb,Degree,Common,As quickly as possible,请尽快完成这个任务。,Qǐng jǐnkuài wánchéng zhège rènwù.,Please complete this task as quickly as possible.,2025-01-13,1,1,0,2025-01-18
D001717,內涵,nèi hán,nei4 han2,Noun,Character,Common,"Connotation or the deeper meaning and implication behind something, not just its literal meaning.",这幅画的内涵非常深刻。,Zhè fú huà de nèihán fēicháng shēnkè.,The connotation of this painting is very profound.,2025-01-15,0,0,0,
D001718,罢了,bà le,ba4 le,Particle,Grammar,Common,Merely; used at the end of a sentence to indicate something is just so.,我只是开个玩笑罢了。,Wǒ zhǐshì kāi gè wánxiào bàle.,"I was just joking, that's all.",2025-01-15,0,0,0,
D001719,真是,zhēn shì,zhen1 shi4,Grammar,Expression,Common,Truly; indeed,这真是个好主意。,Zhè zhēnshì gè hǎo zhǔyì.,This is truly a good idea.,2025-01-15,0,0,0,
D001720,进来,jìn lái,jin4 lai2,Verb,Action,Common,To come in,请进来坐一下。,Qǐng jìnlái zuò yīxià.,Please come in and sit for a while.,2025-01-15,2,2,0,2025-01-26
D001721,指望,zhǐ wàng,zhi3 wang4,Verb,Expectation,Common,To count on; to look forward to,我指望你能帮我。,Wǒ zhǐwàng nǐ néng bāng wǒ.,I count on you to help me.,2025-01-15,1,1,0,2025-01-17
D001726,清楚,qīng chǔ,qing1 chu3,Adjective,Description,Common,Clear; distinct; easy to understand,他的讲解很清楚，我们都明白了。,"Tā de jiǎngjiě hěn qīngchǔ, wǒmen dōu míngbái le.","His explanation was clear, and we all understood it.",2025-01-15,2,2,0,2025-01-18
D001727,求,qiú,qiu2,Verb,Action,Common,To request or seek,他求我帮他一个忙。,Tā qiú wǒ bāng tā yí gè máng.,He asked me to do him a favor.,2025-01-15,2,2,0,2025-01-18
D001728,满意,mǎn yì,man3 yi4,Adjective,Emotion,Common,Satisfied; content,顾客对我们的服务很满意。,Gùkè duì wǒmen de fúwù hěn mǎnyì.,The customer is very satisfied with our service.,2025-01-15,2,2,0,2025-01-18
D001729,讲解,jiǎng jiě,jiang3 jie3,Verb,Communication,Common,To explain or interpret something in detail.,老师正在讲解这道数学题。,Lǎoshī zhèngzài jiǎngjiě zhè dào shùxuétí.,The teacher is explaining this math problem.,2025-01-15,0,0,0,
D001730,周到,zhōu dào,zhou1 dao4,Adjective,Description,Common,"Thoughtful and considerate, ensuring that all aspects are taken into account.",她的服务非常周到，让我感到很满意。,"Tā de fúwù fēicháng zhōudào, ràng wǒ gǎndào hěn mǎnyì.","Her service was very thoughtful and considerate, which made me feel very satisfied.",2025-01-15,1,0,1,2025-01-17
D001731,香料,xiāng liào,xiang1 liao4,Noun,Food,Common,Spice,我喜欢在菜中加入各种香料来增加风味。,Wǒ xǐhuān zài cài zhōng jiārù gèzhǒng xiāngliào lái zēngjiā fēngwèi.,I like to add various spices to dishes to enhance the flavor.,2025-01-15,0,0,0,
D001732,丢,diū,diu1,Verb,Action,Common,To lose something or to misplace an object.,我把钥匙丢了。,Wǒ bǎ yàoshi diūle.,I lost the keys.,2025-01-15,2,2,0,2025-01-18
D001733,丢,diū,diu1,Verb,Action,Common,To throw or to discard something.,他把垃圾丢进垃圾桶。,Tā bǎ lājī diū jìn lājītǒng.,He threw the trash into the bin.,2025-01-15,1,0,1,2025-01-17
D001734,捆,kǔn,kun3,Verb,Action,Common,"To tie or bind something together, usually with a rope or string.",他用绳子捆住了箱子。,Tā yòng shéngzi kǔn zhù le xiāngzi.,He tied up the box with a rope.,2025-01-15,0,0,0,
D001735,捆,kǔn,kun3,Noun,Object,Common,"Bundle; a collection of things, typically tied or wrapped together.",这捆书是给你的。,Zhè kǔn shū shì gěi nǐ de.,This bundle of books is for you.,2025-01-15,0,0,0,
D001736,困,kùn,kun4,Adjective,Emotion,Common,Sleepy,我感到很困，需要休息一下。,"Wǒ gǎndào hěn kùn, xūyào xiūxi yīxià.",I feel very sleepy and need to rest.,2025-01-15,0,0,0,
D001737,困,kùn,kun4,Adjective,Work,Common,Trapped,我在一个困境中，找不到解决办法。,"Wǒ zài yīgè kùnjìng zhōng, zhǎo bùdào jiějué bànfǎ.",I am trapped in a dilemma and can't find a solution.,2025-01-15,0,0,0,
D001738,绳子,shéng zi,sheng2 zi5,Noun,Object,Common,Rope,他用绳子把箱子绑好。,Tā yòng shéngzi bǎ xiāngzi bǎng hǎo.,He tied the box with a rope.,2025-01-15,0,0,0,
D001739,箱子,xiāng zi,xiang1 zi5,Noun,Object,Common,Box,我把书放进箱子里了。,Wǒ bǎ shū fàng jìn xiāngzi lǐ le.,I put the books into the box.,2025-01-15,0,0,0,
D001742,糊涂,hú tu,hu2 tu2,Adjective,Description,Common,"Confused or muddled, often implying a lack of clarity or understanding in thought or action.",他总是把事情搞得很糊涂。,Tā zǒng shì bǎ shìqíng gǎo de hěn hútu.,He always makes things very confusing.,2025-01-15,0,0,0,
D001743,下定,xià dìng,xia4 ding4,Verb,Action,Common,To make a firm decision or determination.,我终于下定决心去健身房了。,Wǒ zhōngyú xiàdìng juéxīn qù jiànshēnfáng le.,I finally made up my mind to go to the gym.,2025-01-15,1,0,1,2025-01-17
D001744,实现,shí xiàn,shi2 xian4,Verb,Action,Common,"To realize or accomplish something, such as a goal or dream.",她实现了自己的梦想，成为了一名医生。,"Tā shíxiànle zìjǐ de mèngxiǎng, chéngwéile yī míng yīshēng.",She realized her dream and became a doctor.,2025-01-15,2,1,1,2025-01-18
D001745,卧室,wò shì,wo4 shi4,Noun,Place,Common,Bedroom,我在卧室里休息。,Wǒ zài wòshì lǐ xiūxí.,I am resting in the bedroom.,2025-01-17,1,1,0,2025-01-29
D001746,客厅,kè tīng,ke4 ting1,Noun,Place,Common,Living room,我们在客厅看电视。,Wǒmen zài kètīng kàn diànshì.,We are watching TV in the living room.,2025-01-17,0,0,0,
D001747,蜡烛,là zhú,la4 zhu2,Noun,Object,Common,Candle,她在生日蛋糕上点亮了蜡烛。,Tā zài shēngrì dàngāo shàng diǎn liàng le làzhú.,She lit the candles on the birthday cake.,2025-01-17,1,1,0,2025-01-18
D001748,何必,hé bì,he2 bi4,Adverb,Necessity,Common,Why bother; indicating that something is unnecessary,你已经完成了，何必再做呢？,"Nǐ yǐjīng wánchéng le, hébì zài zuò ne?","You've already finished, so why bother doing it again?",2025-01-17,0,0,0,
D001749,丢失,diūshī,diu1 shi1,Verb,Action,Common,"To lose something, often accidentally or without realizing it.",他丢失了钱包。,Tā diūshīle qiánbāo.,He lost his wallet.,2025-01-17,0,0,0,
D001750,失,shī,shi1,Verb,General,Common,"To lose or miss, often used in a broader sense such as losing an opportunity or time.",他失去了一个好机会。,Tā shīqùle yī gè hǎo jīhuì.,He lost a good opportunity.,2025-01-17,0,0,0,
D001751,失去,shīqù,shi1 qu4,Verb,Action,Common,"To lose, often used for something more abstract like losing control or confidence.",她失去了信心。,Tā shīqùle xìnxīn.,She lost her confidence.,2025-01-17,0,0,0,
D001752,失望,shīwàng,shi1 wang4,Noun/Adjective,Emotion,Common,Disappointment or feeling of lost hope.,他的表现让我们感到失望。,Tā de biǎoxiàn ràng wǒmen gǎndào shīwàng.,His performance made us feel disappointed.,2025-01-17,1,1,0,2025-01-29
D001753,奉承,fèngchéng,feng4cheng2,Verb,Communication,Rare,"To flatter someone, often insincerely, to gain favor or advantage",他总是喜欢奉承老板以取得好处。,Tā zǒngshì xǐhuān fèngchéng lǎobǎn yǐ qǔdé hǎochù.,He always likes to flatter the boss to gain benefits.,2025-01-17,0,0,0,
D001754,实,shí,shi2,Noun/Adjective,General,Common,"Reality or actuality; also used to describe something that is solid, real, or substantial.",我们要面对现实。,Wǒmen yào miànduì xiànshí.,We need to face reality.,2025-01-17,0,0,0,
D001755,实,shí,shi2,Noun/Adjective,General,Common,"Practical or pragmatic, often used to describe a person or approach.",他是一个很实际的人。,Tā shì yīgè hěn shíjì de rén.,He is a very practical person.,2025-01-17,0,0,0,
D001756,现实,xiàn shí,xian4 shi2,Noun,Description,Common,Reality; the state of things as they actually exist,现实有时候比想象更复杂。,Xiànshí yǒu shíhòu bǐ xiǎngxiàng gèng fùzá.,Reality is sometimes more complicated than imagination.,2025-01-17,0,0,0,
D001757,实际,shí jì,shi2 ji4,Adjective,Description,Common,Practical; concerned with what is useful or likely to be effective,我们需要一个实际的解决方案。,Wǒmen xūyào yīgè shíjì de jiějué fāng'àn.,We need a practical solution.,2025-01-17,0,0,0,
D001758,事实,shì shí,shi4 shi2,Noun,Information,Common,Fact; something that actually exists or has occurred,事实证明他是对的。,Shìshí zhèngmíng tā shì duì de.,The fact proves that he is right.,2025-01-17,0,0,0,
D001759,老实,lǎo shi,lao3 shi,Adjective,Character,Common,Honest and straightforward; not likely to cheat or deceive,他是个老实人，从不说谎。,"Tā shìgè lǎoshí rén, cóng bù shuōhuǎng.",He is an honest person who never lies.,2025-01-17,0,0,0,
D001761,际,jì,ji4,Noun,General,Rare,Border or edge; often used to describe the boundary or limit of a specific area or time.,两国之间的际线很难明确。,Liǎng guó zhī jiān de jìxiàn hěn nán míngquè.,The border between the two countries is hard to define.,2025-01-17,0,0,0,
D001762,际,jì,ji4,Noun,General,Rare,"Occasion, opportunity, or situation.",在重要际遇中，他总能保持冷静。,"Zài zhòngyào jìyù zhōng, tā zǒng néng bǎochí lěngjìng.","In important situations, he always manages to stay calm.",2025-01-17,0,0,0,
D001763,国际,guójì,guo2ji4,Noun,Geography,Common,International; relating to or involving two or more nations.,国际会议上，各国代表展开了激烈的讨论。,"Guójì huìyì shàng, gèguó dàibiǎo zhǎnkāi le jīliè de tǎolùn.","At the international conference, representatives from various countries engaged in heated discussions.",2025-01-17,0,0,0,
D001764,自知之明,zì zhī zhī míng,zi4 zhi1 zhi1 ming2,Noun,Idiom,Rare,The wisdom to understand one's own limitations and strengths.,他在面对挑战时，总是显示出很强的自知之明。,"Tā zài miàn duì tiǎozhàn shí, zǒng shì xiǎnshì chū hěn qiáng de zìzhīzhīmíng.",He always shows great self-awareness when facing challenges.,2025-01-17,0,0,0,
D001767,欢喜,huān xǐ,huan1 xi3,Adjective,Emotion,Common,Joyful; delighted,他看到好朋友来了，心里感到非常欢喜。,"Tā kàn dào hǎo péngyǒu lái le, xīnlǐ gǎndào fēicháng huānxǐ.",He was very delighted to see his good friend arrive.,2025-01-18,0,0,0,
D001768,欢喜,huān xǐ,huan1 xi3,Verb,Emotion,Common,To be pleased; to rejoice,她总是欢喜帮助别人。,Tā zǒng shì huānxǐ bāngzhù biérén.,She always rejoices in helping others.,2025-01-18,0,0,0,
D001769,企业,qǐyè,qi3ye4,Noun,Business,Common,Enterprise or company,我们公司的企业文化非常重视创新。,Wǒmen gōngsī de qǐyè wénhuà fēicháng zhòngshì chuàngxīn.,Our company's corporate culture places great importance on innovation.,2025-01-18,1,0,1,2025-01-29
D001770,业,yè,ye4,Noun,Work,Common,Profession or occupation,她在医药业有多年的经验。,Tā zài yīyào yè yǒu duōnián de jīngyàn.,She has many years of experience in the pharmaceutical industry.,2025-01-18,0,0,0,
D001771,商业,shāngyè,shang1 ye4,Noun,Business,Common,Business,他在商业领域工作。,Tā zài shāngyè lǐngyù gōngzuò.,He works in the business sector.,2025-01-18,0,0,0,
D001773,生气,shēng qì,sheng1 qi4,Verb,Emotion,Common,To become angry or upset,他因为迟到而生气。,Tā yīnwèi chídào ér shēngqì.,He got angry because he was late.,2025-01-18,0,0,0,
D001774,功课,gōng kè,gong1 ke4,Noun,Education,Common,Schoolwork,我今天有很多功课要完成。,Wǒ jīntiān yǒu hěn duō gōngkè yào wánchéng.,I have a lot of homework to finish today.,2025-01-18,0,0,0,
D001775,上课,shàng kè,shang4 ke4,Verb,Education,Common,To attend class or start a lesson,我们每天早上八点上课。,Wǒmen měitiān zǎoshang bā diǎn shàngkè.,We start class at 8 AM every morning.,2025-01-18,0,0,0,
D001776,下课,xià kè,xia4 ke4,Verb,Education,Common,To finish or end a class,下课后我们去图书馆学习。,Xiàkè hòu wǒmen qù túshūguǎn xuéxí.,"After class, we go to the library to study.",2025-01-18,0,0,0,
D001777,考试,kǎo shì,kao3 shi4,Noun,Education,Common,Examination or test,明天我们有一个重要的考试。,Míngtiān wǒmen yǒu yīgè zhòngyào de kǎoshì.,We have an important exam tomorrow.,2025-01-18,0,0,0,
D001778,作业,zuò yè,zuo4 ye4,Noun,Education,Common,Homework,我今天晚上要做作业。,Wǒ jīntiān wǎnshàng yào zuò zuòyè.,I need to do my homework tonight.,2025-01-18,0,0,0,
D001779,聪明,cōngmíng,cong1ming2,Adjective,Character,Common,Intelligent,他是一个聪明的学生。,Tā shì yī gè cōngmíng de xuéshēng.,He is an intelligent student.,2025-01-18,0,0,0,
D001780,总之,zǒng zhī,zong3 zhi1,Grammar,Grammar,Common,In short; to sum up,总之，我们需要更多的时间来完成这个项目。,"Zǒngzhī, wǒmen xūyào gèng duō de shíjiān lái wánchéng zhège xiàngmù.","In short, we need more time to complete this project.",2025-01-18,1,0,1,2025-01-26
D001781,彩头,cǎi tóu,cai3 tou2,Noun,Opinion,Common,An omen or sign of good fortune,这种颜色的花是个好彩头。,Zhè zhǒng yánsè de huā shì gè hǎo cǎitóu.,This color of flower is a good omen.,2025-01-18,0,0,0,
D001782,土豆,tǔ dòu,tu3 dou4,Noun,Food,Common,Potato,今天晚餐我们吃土豆泥。,Jīntiān wǎncān wǒmen chī tǔdòuní.,We are having mashed potatoes for dinner tonight.,2025-01-18,0,0,0,
D001783,萝卜,luó bo,luo2 bo,Noun,Food,Common,Radish,她喜欢吃新鲜的萝卜。,Tā xǐhuān chī xīnxiān de luóbo.,She likes to eat fresh radishes.,2025-01-18,0,0,0,
D001784,西红柿,xī hóng shì,xi1 hong2 shi4,Noun,Food,Common,Tomato,我们种了一些西红柿在后院。,Wǒmen zhòng le yīxiē xīhóngshì zài hòuyuàn.,We planted some tomatoes in the backyard.,2025-01-18,0,0,0,
D001785,滴,dī,di1,Noun,Nature,Common,A drop (of liquid),雨水从屋檐上滴下来。,Yǔshuǐ cóng wūyán shàng dī xiàlái.,The rainwater drips from the eaves.,2025-01-18,0,0,0,
D001786,滴,dī,di1,Verb,Action,Common,To drip,水龙头在滴水。,Shuǐlóngtóu zài dī shuǐ.,The faucet is dripping water.,2025-01-18,0,0,0,
D001787,似乎,sì hū,si4 hu1,Adverb,Opinion,Common,It seems; appears as if,他似乎对这件事情不太感兴趣。,Tā sìhū duì zhè jiàn shìqíng bù tài gǎn xìngqù.,He seems not very interested in this matter.,2025-01-18,0,0,0,
